sampled_date,PCI,H2,sample_weight,TDC_PHD.PIC_40401_min,TDC_PHD.TI_25405_max,TDC_PHD.TI_40131_mean,TDC_PHD.TIC_40401_min,TDC_PHD.FI_20007_mean,prop_Vanadio,TDC_PHD.ZI_25501_std,TDC_PHD.FIC_20209_min,TDC_PHD.FI_40401_min,TDC_PHD.TI_40134_max,prop_80% m/m,prop_KUOP,TDC_PHD.TI_25405_mean,TDC_PHD.TI_25202_max,TDC_PHD.FIC_10520_std,prop_40% m/m,TDC_PHD.FIC_40402_max,TDC_PHD.FIC_25108_min,TDC_PHD.ZI_25201_std,prop_5% m/m,TDC_PHD.TIC_20002_std,prop_Sodio,prop_Hierro,TDC_PHD.TI_40131_max,TDC_PHD.ZI_25201_min,TDC_PHD.ZI_25201_max,TDC_PHD.TI_25205_std,prop_Densidad a 50 °C,TDC_PHD.TI_25202_mean,TDC_PHD.FIC_10520_mean,prop_Calcio,TDC_PHD.FIC_25511_std,TDC_PHD.TI_25405_std,TDC_PHD.FIC_40402_min,TDC_PHD.TIC_20002_min,TDC_PHD.FIC_20209_max,TDC_PHD.FI_20007_max,TDC_PHD.TIC_40401_std,TDC_PHD.TI_25202_min,prop_Densidad corregida a 15 °C,TDC_PHD.TI_25405_min,prop_50% m/m,TDC_PHD.FIC_20209_mean,TDC_PHD.TI_40135_max,prop_70% m/m,TDC_PHD.TI_40131_min,TDC_PHD.FI_40401_mean,prop_Niquel,TDC_PHD.FIC_20209_std,TDC_PHD.FIC_25511_min,TDC_PHD.FI_40401_max,TDC_PHD.ZI_25501_min,TDC_PHD.TI_40134_min,TDC_PHD.TI_25205_min,prop_Nitrógeno final,TDC_PHD.TI_40135_min,prop_FBP (99.5% m/m),TDC_PHD.ZI_25201_mean,prop_Niquel + Vanadio,TDC_PHD.TIC_40401_max,TDC_PHD.TI_25202_std,TDC_PHD.FI_20007_min,TDC_PHD.FIC_40402_std,prop_Densidad a 15ºC,TDC_PHD.TI_40134_mean,TDC_PHD.FIC_10520_min,TDC_PHD.FIC_10520_max,TDC_PHD.FIC_25108_std,prop_90% m/m,TDC_PHD.FIC_25108_mean,prop_30% m/m,prop_Residuo Carbonoso,TDC_PHD.FIC_25511_mean,TDC_PHD.TI_40134_std,TDC_PHD.ZI_25501_mean,prop_10% m/m,prop_95% m/m,TDC_PHD.TI_40135_std,TDC_PHD.ZI_25501_max,TDC_PHD.FIC_40402_mean,prop_60% m/m,TDC_PHD.PIC_40401_std,TDC_PHD.FIC_25511_max,TDC_PHD.FI_40401_std,TDC_PHD.FIC_25108_max,prop_20% m/m,TDC_PHD.PIC_40401_mean,TDC_PHD.TIC_20002_mean,TDC_PHD.TIC_20002_max,prop_Azufre (% peso),TDC_PHD.TI_40131_std,TDC_PHD.PIC_40401_max,TDC_PHD.TIC_40401_mean,TDC_PHD.TI_25205_mean,prop_IBP (0.5% m/m),TDC_PHD.FI_20007_std,TDC_PHD.TI_40135_mean,TDC_PHD.TI_25205_max
2024-06-21 23:00:00,5873.03,25.0,1.0,9.93738,709.14485,34.595828833333336,96.41579,63.356496166666666,,2.016067716807431,21.50552,791.19824,39.24535,,,699.2334936666666,520.66004,0.0,,27.65282,881.94292,6.292082257193271,,0.9760900454745357,,,34.85468,21.9187,53.58598,7.810637563361745,,516.751416,0.0,,8.290206019919118,1.9319967083840615,25.7942,194.78155,23.25149,63.86231,0.3076247943400674,494.46658,,697.23779,,22.7279655,38.80598,,34.49052,2465.534091,,0.19683494149835537,243.00292,2659.1375,47.21733,39.01852,492.85425,,38.51937,,47.64866816666667,,98.77267,5.5145455992325205,62.98455,0.382989148013235,,39.11872616666667,0.0,0.0,3.392068679361883,,901.2161315,,,300.2652355,0.06676785040547792,55.94184166666666,,,0.05944521088011903,57.74493,26.050865833333333,,0.37753931164876736,310.74843,407.80335861783993,903.95917,,11.500659333333333,196.40033966666667,197.76806,,0.04898626158464801,11.69328,97.01164566666667,525.2160528333333,,0.21885435145197044,38.65042183333333,532.02197
2024-06-22 23:00:00,5817.66,26.9,1.0,11.95097,688.66837,30.093143,95.45698,65.87413016666667,,0.9683733094740358,23.75733,2076.87888,38.73911,,,687.1458521666666,517.8333,0.0,,25.41378,900.6097,1.0180677717347975,,0.3580676635374721,,,30.27588,59.75901,64.0748,2.1131731391739637,,514.8662153333333,0.0,,2.8457371288379805,0.8492617581731123,25.0515,197.14513,24.16377,67.11155,0.2581452144207947,510.96906,,684.59045,,23.993152333333335,31.85202,,29.96811,2161.5304641666667,,0.11540127479786128,297.84277,2251.54971,54.73192,37.64241,517.92442,,31.65991,,61.80988083333333,,96.76161,1.5863227368740773,63.80437,0.0818454023535379,,38.13975383333333,0.0,0.0,0.7738929640601563,,902.2345755,,,304.84150066666666,0.28014309433823215,56.78239,,,0.046129692392494426,58.79885,25.224531833333334,,0.020856055725465675,310.554,41.66541493621214,903.86458,,12.0005215,198.03856,198.79568,,0.09572900816579541,12.04378,95.97114733333333,523.4513058333333,,0.6455858690262745,31.76120866666667,527.87156
2024-06-23 23:00:00,5965.5599999999995,24.9,1.0,11.97038,689.41382,26.219250666666667,97.26455,65.78842716666666,,0.6274178054614471,22.9943,2136.36537,32.03449,,,687.5573231666666,519.03682,0.0,,24.66433,895.65121,0.9368812744666148,,0.307392493878931,,,26.34604,63.7397,67.97794,1.8041638319232234,,515.2038283333334,0.0,,2.9481298380602894,0.8881272269820057,23.88389,199.82969,23.2819,66.38616,0.09682862476144205,512.64553,,685.88389,,23.109126333333332,29.57366,,26.0783,2191.198444666667,,0.056687003202592005,298.11583,2278.2135,57.70847,31.68873,519.89193,,29.35233,,65.6546725,,97.66077,1.2430090853523021,65.12209,0.16153831842071917,,31.8766245,0.0,0.0,0.7947335050495963,,897.4473730000001,,,304.8395428333333,0.09407409082288758,60.04005033333333,,,0.05177525216774682,61.61392,24.232927333333333,,0.017996092494893205,311.36348,29.87152654942147,898.79731,,11.999322000000001,200.26940466666667,200.8261,,0.0716250236280442,12.05162,97.49126883333334,523.5467006666667,,0.2817826891032791,29.463925500000002,528.49335
2024-06-24 23:00:00,5558.62,29.8,1.0,11.94863,689.22599,26.593227333333335,95.19562,63.83977983333333,,0.7444171353711622,20.71167,2301.62103,31.19873,,,687.6081521666667,519.61908,0.0,,23.5034,899.47845,2.881684697799273,,0.2974804851162087,,,26.73188,50.14354,62.07056,1.8485037427876034,,515.8720930000001,0.0,,1.4425357727184003,0.820500495964681,22.3573,193.81853,20.83098,64.86456,0.19766043194281185,513.54684,,685.68719,,20.77562483333333,30.00658,,26.34604,2417.645837333333,,0.02707635934842327,302.18286,2515.6311,57.84332,30.63164,520.8353,,29.84786,,55.90102983333334,,95.94916,1.2523349664503818,62.96738,0.29041268959192695,,30.919976166666668,0.0,0.0,0.938247679272413,,900.987289,,,304.77061349999997,0.15259080567511538,59.890508833333335,,,0.0392882611883416,61.13298,22.984949500000003,,0.028874622865931197,308.30295,42.473027899504956,903.06726,,12.003735333333333,194.30337766666668,194.81749,,0.11608979126880946,12.07901,95.52292366666667,524.1590313333334,,0.4207248266918468,29.936041499999998,529.44012
2024-06-25 23:00:00,5196.79,31.8,1.0,11.92381,681.5635,25.643652333333332,94.51351,46.918316499999996,,1.2025872394551775,20.23882,2518.14311,10.95498,,,678.3707111666666,519.44129,0.0,,22.95636,895.63689,3.046945818604937,,0.17228445072819285,,,25.98904,50.93991,64.72301,2.4307359839548197,,515.2825778333333,0.0,,1.6193972447311502,1.5345987991556076,20.9804,194.26769,20.48023,60.83198,0.1713003864371914,512.54102,,674.823,,20.362792833333334,33.77147,,25.38092,2665.7392658333333,,0.06781036934084025,301.98472,2793.40338,53.86552,9.59529,518.51764,,33.27509,,58.87525333333333,,95.31369,1.6246491784153656,41.72072,0.597557315493077,,10.105345166666666,0.0,0.0,0.9109412000808131,,897.3017476666666,,,304.7906166666667,0.48892757637920237,57.3388275,,,0.1398793031672192,59.34809,21.91114083333333,,0.03292345315036976,308.97435,67.42792209499396,899.35181,,12.002964333333333,194.60261,194.82877,,0.20526463797070005,12.081,94.98332116666667,523.0163676666666,,4.514848668671654,33.62061216666667,528.06607
2024-06-26 23:00:00,6130.25,30.3,1.0,11.9124,729.58386,26.337586666666667,95.7606,69.16357083333334,,1.9701477688109081,20.29697,3293.39609,35.57313,,,724.871868,524.24178,0.0,,23.20097,891.07562,2.0189888910618556,,1.0345178252021356,,,26.64749,42.02646,52.08295,2.9497007828952495,,520.6596761666667,0.0,,2.2213732177797962,2.643954621057125,20.96228,215.84677,23.04619,70.25563,0.39007970424175026,516.87335,,720.37862,,21.082311166666667,27.42607,,26.00834,3549.866410666667,,0.7579640994899232,298.53309,3864.03676,45.95854,34.46177,523.54971,,27.15616,,46.743904,,97.09923,2.042404168305637,68.22968,0.5637118149618134,,34.98358066666666,0.0,0.0,2.9941868134326204,,897.6023218333333,,,303.03854866666666,0.38261199891639824,51.19619049999999,,,0.08176390456139195,55.1492,22.0500475,,0.0425768608873717,307.50967,114.17863266883768,902.04657,,12.014769833333334,217.24547633333333,218.87245,,0.19328706789596645,12.12442,96.44745616666667,530.5061926666666,,0.46317705616784516,27.308069166666666,536.7914
2024-06-27 23:00:00,5458.360000000001,31.7,1.0,11.93181,683.95277,32.08777766666667,92.08898,68.151135,,1.1498647783443239,17.66728,3529.71162,33.04242,,,682.2047431666667,519.3349,0.0,,24.4064,895.94395,2.1903379507522125,,0.3911387096082393,,,32.23614,57.39421,65.84869,2.3647275310209612,,515.2056855,0.0,,2.198801463507981,1.1927860377718096,23.79989,198.64406,18.0649,68.68681,0.6674435225668712,512.19373,,678.86527,,17.875301333333333,35.37201,,31.8136,3701.3945915,,0.10707149940405833,296.48885,3908.08203,63.59096,32.58175,518.86609,,35.07505,,62.054387166666665,,94.30215,1.724109065167017,67.84767,0.15313544086936193,,32.817417166666665,0.0,0.0,0.9536514130585931,,897.5604413333333,,,301.8355615,0.12388181858764763,66.03849333333334,,,0.08301863150696714,68.04392,24.058301500000002,,0.027913013203552297,306.86035,93.1520586087802,899.38066,,11.996637,199.3476555,200.10196,,0.12598641678690042,12.0484,93.66836733333334,522.9329766666666,,0.14978322071739256,35.172763,528.05034
2024-06-28 23:00:00,5812.97,32.1,1.0,11.95041,703.95931,27.788753666666665,92.6985,50.738458666666666,,0.6507136988956671,23.03577,3095.73682,30.39127,,,702.3365731666667,517.3002,0.0,,24.34748,898.08839,1.133929857045529,,0.2645223558869104,,,28.08134,63.83982,69.73794,1.4702912380192008,,515.2399161666667,0.0,,1.4260826898179373,0.937397914207724,23.7074,204.43813,23.50795,69.15681,0.13431884843808675,513.36889,,699.62388,,23.212255333333335,31.35248,,27.54414,3197.115788833333,,0.11705266871126552,301.68463,3291.29089,58.73692,29.94406,521.04622,,30.92002,,67.70709916666667,,93.34068,1.1271902332041515,35.57421,0.1227649273893864,,30.0987945,0.0,0.0,0.8885753082979699,,900.4194118333332,,,304.7568198333333,0.08064570873291274,60.08114316666667,,,0.12433832118787162,61.1434,23.933207166666666,,0.019913667835601254,308.04483,46.1509095603314,901.82036,,11.998648333333334,205.06599233333333,205.32372,,0.14830348500387303,12.03895,92.99254016666667,523.6381015000001,,8.714167089471726,31.093018333333337,527.41743
2024-06-29 23:00:00,5729.06,35.2,1.0,11.96237,707.73248,28.09891533333333,92.18795,68.03220416666666,,0.626872242812057,20.52006,3310.19971,30.55473,,,706.298158,518.77746,0.0,,24.38653,898.90453,2.008967666153503,,0.09686900697774946,,,28.30289,47.77526,56.82181,1.113897523642965,,515.4953646666667,0.0,,2.5598742605758225,0.6598735798564,23.38717,205.27392,21.88299,68.45073,0.38034505802158475,514.06752,,704.67069,,21.303641000000002,30.96808,,27.87901,3396.0769481666666,,0.45912347120632124,299.1458,3558.9812,58.4649,30.11479,522.09772,,30.50666,,52.3384315,,93.70123,0.8590101833998601,67.53863,0.27051663008938276,,30.317864666666665,0.0,0.0,0.6962593910001145,,900.4674696666666,,,305.525762,0.11645176982982007,60.4599295,,,0.14549452633267285,61.4131,23.978440999999997,,0.025751755450557343,310.22305,55.15874047029026,901.87534,,11.998942166666666,205.49333583333333,205.66589,,0.12421271052440325,12.07571,92.99085749999999,524.1256218333333,,0.1736147663337577,30.781320666666666,526.97511
2024-06-30 23:00:00,5438.84,34.6,1.0,11.94332,712.60935,30.170689,92.7347,68.11143166666666,,0.9070862288060447,18.41562,3718.89511,30.04506,,,710.880982,520.15186,0.0,,24.58417,899.6801,2.9047489609217796,,0.11097571829532271,,,30.23741,44.88668,58.91286,1.959441748266382,,517.0451343333333,0.0,,2.091648415399294,0.9694216938259375,23.59039,207.25752,18.70717,68.47005,0.15259611754470145,514.55015,,707.63979,,18.6055685,39.35994,,30.08353,3896.101766,,0.08046240370245492,300.45011,4066.28181,58.00537,29.76609,521.99128,,39.09254,,51.50629366666667,,93.34272,1.408751398430828,67.71461,0.25851156300942485,,29.936962166666667,0.0,0.0,0.46658670039774275,,900.6781001666666,,,305.63453533333336,0.07526122550634871,60.4626595,,,0.08031387670428666,61.76498,24.011491499999998,,0.03156069671024624,309.94113,69.07929390761755,901.82865,,12.000918333333335,207.49439283333334,207.64217,,0.04122252106617085,12.10087,93.00968466666667,525.8041281666667,,0.1732602872937335,39.1974745,530.85477
